key,spp,locality,lat,lon,COI
JRD324,Papilio zelicaon x machaon ,"Canada: Alberta, Buck Mountain",53.05209,-114.73961,Z
JRD325,Papilio zelicaon x machaon ,"Canada: Alberta, Buck Mountain",53.05209,-114.73961,Z
JRD326,Papilio zelicaon x machaon ,"Canada: Alberta, Buck Mountain",53.05209,-114.73961,Z
JRD327,Papilio zelicaon x machaon ,"Canada: Alberta, Buck Mountain",53.05209,-114.73961,Z
JRD328,Papilio zelicaon x machaon ,"Canada: Alberta, Buck Mountain",53.05209,-114.73961,Z
JRD329,Papilio zelicaon x machaon ,"Canada: Alberta, Buck Mountain",53.05209,-114.73961,Z
JRD330,Papilio zelicaon x machaon ,"Canada: Alberta, Buck Mountain",53.05209,-114.73961,Z
JRD331,Papilio zelicaon x machaon ,"Canada: Alberta, Buck Mountain",53.05209,-114.73961,Z
JRD332,Papilio zelicaon x machaon ,"Canada: Alberta, Buck Mountain",53.05209,-114.73961,Z
JRD333,Papilio zelicaon x machaon ,"Canada: Alberta, Buck Mountain",53.05209,-114.73961,Z
JRD334,Papilio zelicaon x machaon ,"Canada: Alberta, Buck Mountain",53.05209,-114.73961,Z
JRD335,Papilio zelicaon ,"Canada: Alberta, Enilda Fire Lookout",55.31975,-116.19717,Z
JRD336,Papilio zelicaon ,"Canada: Alberta, White Mountain",55.6943,-119.23857,Z
JRD337,Papilio zelicaon ,"Canada: Alberta, Enilda Fire Lookout",55.31975,-116.19717,Z
JRD338,Papilio zelicaon ,"Canada: Alberta, Enilda Fire Lookout",55.31975,-116.19717,Z
JRD339,Papilio zelicaon ,"Canada: Alberta, Enilda Fire Lookout",55.31975,-116.19717,Z
JRD340,Papilio zelicaon ,"Canada: Alberta, Enilda Fire Lookout",55.31975,-116.19717,Z
JRD341,Papilio zelicaon ,"Canada: Alberta, Enilda Fire Lookout",55.31975,-116.19717,Z
JRD342,Papilio zelicaon ,"Canada: Alberta, Enilda Fire Lookout",55.31975,-116.19717,Z
JRD343,Papilio zelicaon ,"Canada: Alberta, Enilda Fire Lookout",55.31975,-116.19717,Z
JRD344,Papilio zelicaon ,"Canada: Alberta, Enilda Fire Lookout",55.31975,-116.19717,Z
JRD345,Papilio zelicaon ,"Canada: Alberta, Enilda Fire Lookout",55.31975,-116.19717,Z
JRD346,Papilio zelicaon ,"Canada: Alberta, Enilda Fire Lookout",55.31975,-116.19717,Z
JRD347,Papilio zelicaon ,"Canada: Alberta, Enilda Fire Lookout",55.31975,-116.19717,Z
JRD348,Papilio zelicaon ,"Canada: Alberta, Enilda Fire Lookout",55.31975,-116.19717,Z
JRD349,Papilio zelicaon ,"Canada: Alberta, Enilda Fire Lookout",55.31975,-116.19717,Z
JRD350,Papilio zelicaon ,"Canada: Alberta, Enilda Fire Lookout",55.31975,-116.19717,Z
JRD351,Papilio zelicaon ,"Canada: Alberta, Enilda Fire Lookout",55.31975,-116.19717,Z
JRD352,Papilio zelicaon ,"Canada: Alberta, Enilda Fire Lookout",55.31975,-116.19717,Z
JRD353,Papilio zelicaon ,"Canada: Alberta, Enilda Fire Lookout",55.31975,-116.19717,Z
JRD354,Papilio zelicaon ,"Canada: Alberta, Enilda Fire Lookout",55.31975,-116.19717,Z
JRD355,Papilio zelicaon ,"Canada: Alberta, Enilda Fire Lookout",55.31975,-116.19717,Z
JRD356,Papilio zelicaon ,"Canada: Alberta, Pushwaskau Fire Lookout",55.21875,-117.493,Z
JRD357,Papilio zelicaon ,"Canada: Alberta, Pushwaskau Fire Lookout",55.21875,-117.493,Z
JRD358,Papilio zelicaon ,"Canada: Alberta, Pushwaskau Fire Lookout",55.21875,-117.493,Z
JRD359,Papilio zelicaon ,"Canada: Alberta, Pushwaskau Fire Lookout",55.21875,-117.493,Z
JRD360,Papilio zelicaon ,"Canada: Alberta, Pushwaskau Fire Lookout",55.21875,-117.493,Z
JRD361,Papilio zelicaon ,"Canada: Alberta, Pushwaskau Fire Lookout",55.21875,-117.493,Z
JRD362,Papilio zelicaon ,"Canada: Alberta, Pushwaskau Fire Lookout",55.21875,-117.493,Z
JRD363,Papilio zelicaon ,"Canada: Alberta, Pushwaskau Fire Lookout",55.21875,-117.493,Z
JRD364,Papilio zelicaon ,"Canada: Alberta, Pushwaskau Fire Lookout",55.21875,-117.493,Z
JRD365,Papilio zelicaon ,"Canada: Alberta, Pushwaskau Fire Lookout",55.21875,-117.493,Z
JRD366,Papilio zelicaon ,"Canada: Alberta, Pushwaskau Fire Lookout",55.21875,-117.493,Z
JRD367,Papilio zelicaon ,"Canada: Alberta, Pushwaskau Fire Lookout",55.21875,-117.493,Z
JRD368,Papilio zelicaon ,"Canada: Alberta, Pushwaskau Fire Lookout",55.21875,-117.493,Z
JRD369,Papilio zelicaon ,"Canada: Alberta, Pushwaskau Fire Lookout",55.21875,-117.493,Z
JRD370,Papilio zelicaon ,"Canada: Alberta, Pushwaskau Fire Lookout",55.21875,-117.493,Z
JRD371,Papilio zelicaon ,"Canada: Alberta, Pushwaskau Fire Lookout",55.21875,-117.493,Z
JRD372,Papilio zelicaon ,"Canada: Alberta, Pushwaskau Fire Lookout",55.21875,-117.493,Z
JRD373,Papilio zelicaon ,"Canada: Alberta, Sweathouse Fire Lookout",54.89917,-116.75206,Z
JRD374,Papilio zelicaon ,"Canada: Alberta, Sweathouse Fire Lookout",54.89917,-116.75206,Z
JRD375,Papilio zelicaon ,"Canada: Alberta, Sweathouse Fire Lookout",54.89917,-116.75206,Z
JRD376,Papilio zelicaon ,"Canada: Alberta, Sweathouse Fire Lookout",54.89917,-116.75206,Z
JRD377,Papilio zelicaon ,"Canada: Alberta, Sweathouse Fire Lookout",54.89917,-116.75206,Z
JRD378,Papilio zelicaon ,"Canada: Alberta, Sweathouse Fire Lookout",54.89917,-116.75206,Z
JRD379,Papilio zelicaon ,"Canada: Alberta, Sweathouse Fire Lookout",54.89917,-116.75206,Z
JRD380,Papilio zelicaon ,"Canada: Alberta, Sweathouse Fire Lookout",54.89917,-116.75206,Z
JRD381,Papilio zelicaon ,"Canada: Alberta, Sweathouse Fire Lookout",54.89917,-116.75206,Z
JRD382,Papilio zelicaon ,"Canada: Alberta, Sweathouse Fire Lookout",54.89917,-116.75206,Z
JRD383,Papilio zelicaon ,"Canada: Alberta, Sweathouse Fire Lookout",54.89917,-116.75206,Z
JRD384,Papilio zelicaon ,"Canada: Alberta, Sweathouse Fire Lookout",54.89917,-116.75206,Z
JRD385,Papilio zelicaon ,"Canada: Alberta, Sweathouse Fire Lookout",54.89917,-116.75206,Z
JRD386,Papilio zelicaon x machaon ,"Canada: Alberta, Fish Butte",50.91694,-114.53558,M
JRD387,Papilio zelicaon x machaon ,"Canada: Alberta, Fish Butte",50.91694,-114.53558,M
JRD388,Papilio zelicaon x machaon ,"Canada: Alberta, Fish Butte",50.91694,-114.53558,Z
JRD389,Papilio zelicaon x machaon ,"Canada: Alberta, Fish Butte",50.91694,-114.53558,H
JRD390,Papilio zelicaon x machaon ,"Canada: Alberta, Fish Butte",50.91694,-114.53558,M
JRD391,Papilio zelicaon x machaon ,"Canada: Alberta, Fish Butte",50.91694,-114.53558,H
JRD392,Papilio zelicaon x machaon ,"Canada: Alberta, Fish Butte",50.91694,-114.53558,Z
JRD393,Papilio zelicaon x machaon ,"Canada: Alberta, Fish Butte",50.91694,-114.53558,M
JRD394,Papilio zelicaon x machaon ,"Canada: Alberta, Fish Butte",50.91694,-114.53558,M
JRD395,Papilio zelicaon x machaon ,"Canada: Alberta, Bragg Creek Ski Hill",50.98175,-114.58286,Z
JRD396,Papilio zelicaon x machaon ,"Canada: Alberta, Bragg Creek Ski Hill",50.98175,-114.58286,M
JRD397,Papilio zelicaon x machaon ,"Canada: Alberta, Bragg Creek Ski Hill",50.98175,-114.58286,Z
JRD398,Papilio zelicaon x machaon ,"Canada: Alberta, Bragg Creek Ski Hill",50.98175,-114.58286,M
JRD399,Papilio zelicaon x machaon ,"Canada: Alberta, Bragg Creek Ski Hill",50.98175,-114.58286,Z
JRD400,Papilio zelicaon x machaon ,"Canada: Alberta, Mesa Butte",50.78071,-114.56134,M
JRD401,Papilio zelicaon x machaon ,"Canada: Alberta, Mesa Butte",50.78071,-114.56134,M
JRD402,Papilio zelicaon ,"Canada: Alberta, Saskatoon Hill",55.22422,-119.29686,Z
JRD403,Papilio zelicaon ,"Canada: Alberta, Saskatoon Hill",55.22422,-119.29686,Z
JRD404,Papilio zelicaon ,"Canada: Alberta, Saskatoon Hill",55.22422,-119.29686,Z
JRD405,Papilio zelicaon ,"Canada: Alberta, Saskatoon Hill",55.22422,-119.29686,Z
JRD406,Papilio zelicaon ,"Canada: British Columbia, Bear Mountain",55.72849,-120.44299,Z
JRD407,Papilio zelicaon ,"Canada: British Columbia, Bear Mountain",55.72849,-120.44299,Z
JRD408,Papilio zelicaon ,"Canada: British Columbia, Bear Mountain",55.72849,-120.44299,Z
JRD409,Papilio zelicaon ,"Canada: British Columbia, Bear Mountain",55.72849,-120.44299,Z
JRD410,Papilio zelicaon ,"Canada: British Columbia, Bear Mountain",55.72849,-120.44299,Z
JRD411,Papilio zelicaon ,"Canada: British Columbia, Bear Mountain",55.72849,-120.44299,Z
JRD412,Papilio zelicaon ,"Canada: British Columbia, Bear Mountain",55.72849,-120.44299,Z
JRD413,Papilio zelicaon ,"Canada: British Columbia, Bear Mountain",55.72849,-120.44299,Z
JRD417,Papilio zelicaon ,"Canada: Alberta, Pushwaskau Fire Lookout",55.21875,-117.493,Z
JRD418,Papilio zelicaon ,"Canada: Alberta, Saskatoon Hill",55.22422,-119.29686,Z
JRD419,Papilio zelicaon ,"Canada: Alberta, Saskatoon Hill",55.22422,-119.29686,Z
JRD420,Papilio zelicaon ,"Canada: Alberta, Saskatoon Hill",55.22422,-119.29686,Z
JRD421,Papilio zelicaon ,"Canada: Alberta, Saskatoon Hill",55.22422,-119.29686,Z
JRD422,Papilio zelicaon ,"Canada: Alberta, Saskatoon Hill",55.22422,-119.29686,Z
JRD423,Papilio zelicaon ,"Canada: Alberta, Saskatoon Hill",55.22422,-119.29686,Z
JRD424,Papilio zelicaon ,"Canada: Alberta, Saskatoon Hill",55.22422,-119.29686,Z
JRD426,Papilio zelicaon ,"Canada: Alberta, Saskatoon Hill",55.22422,-119.29686,Z
JRD427,Papilio zelicaon ,"Canada: Alberta, Saskatoon Hill",55.22422,-119.29686,Z
JRD428,Papilio zelicaon ,"Canada: Alberta, Saskatoon Hill",55.22422,-119.29686,Z
JRD429,Papilio zelicaon ,"Canada: Alberta, Saskatoon Hill",55.22422,-119.29686,Z
JRD431,Papilio zelicaon ,"Canada: Alberta, White Mountain",55.6943,-119.23857,Z
JRD432,Papilio zelicaon ,"Canada: Alberta, White Mountain",55.6943,-119.23857,Z
JRD433,Papilio zelicaon ,"Canada: Alberta, Saskatoon Hill",55.22422,-119.29686,Z
JRD436,Papilio zelicaon ,"Canada: British Columbia, Bear Mountain",55.72849,-120.44299,Z
JRD437,Papilio zelicaon x machaon ,"Canada: Alberta, Wildcat Hills",51.28311,-114.67019,M
JRD438,Papilio zelicaon x machaon ,"Canada: Alberta, Wildcat Hills",51.28311,-114.67019,Z
JRD439,Papilio zelicaon x machaon ,"Canada: Alberta, Wildcat Hills",51.28311,-114.67019,M
JRD440,Papilio zelicaon x machaon ,"Canada: Alberta, Wildcat Hills",51.28311,-114.67019,Z
JRD441,Papilio zelicaon x machaon ,"Canada: Alberta, Wildcat Hills",51.28311,-114.67019,Z
JRD442,Papilio zelicaon x machaon ,"Canada: Alberta, Bragg Creek Ski Hill",50.98175,-114.58286,Z
JRD443,Papilio zelicaon x machaon ,"Canada: Alberta, Wildcat Hills",51.28311,-114.67019,Z
JRD444,Papilio zelicaon x machaon ,"Canada: Alberta, Bragg Creek Ski Hill",50.98175,-114.58286,M
JRD445,Papilio zelicaon x machaon ,"Canada: Alberta, Bragg Creek Ski Hill",50.98175,-114.58286,M
JRD446,Papilio zelicaon x machaon ,"Canada: Alberta, Wildcat Hills",51.28311,-114.67019,Z
JRD447,Papilio zelicaon x machaon ,"Canada: Alberta, Mesa Butte",50.78071,-114.56134,H
JRD448,Papilio zelicaon x machaon ,"Canada: Alberta, Wildcat Hills",51.28311,-114.67019,M
JRD449,Papilio machaon pikei,"Canada: British Columbia, Taylor",56.15403,-120.71828,M
JRD450,Papilio machaon pikei,"Canada: British Columbia, Taylor",56.15403,-120.71828,M
JRD451,Papilio machaon pikei,"Canada: British Columbia, Beatton River",56.27525,-120.67391,M
JRD452,Papilio machaon pikei,"Canada: British Columbia, Taylor",56.15403,-120.71828,M
JRD453,Papilio machaon pikei,"Canada: British Columbia, Taylor",56.15403,-120.71828,M
JRD454,Papilio machaon pikei,"Canada: British Columbia, Taylor",56.15403,-120.71828,M
JRD455,Papilio machaon pikei,"Canada: British Columbia, Beatton River",56.27525,-120.67391,M
JRD456,Papilio machaon pikei,"Canada: British Columbia, Beatton River",56.27525,-120.67391,M
JRD457,Papilio machaon pikei,"Canada: British Columbia, Beatton River",56.27525,-120.67391,M
JRD458,Papilio machaon pikei,"Canada: British Columbia, Taylor",56.15403,-120.71828,M
JRD459,Papilio machaon pikei,"Canada: British Columbia, Taylor",56.15403,-120.71828,M
JRD460,Papilio machaon pikei,"Canada: British Columbia, Taylor",56.15403,-120.71828,M
JRD461,Papilio machaon pikei,"Canada: British Columbia, Taylor",56.15403,-120.71828,M
JRD462,Papilio machaon pikei,"Canada: British Columbia, Taylor",56.15403,-120.71828,M
JRD463,Papilio machaon pikei,"Canada: British Columbia, Beatton River",56.27525,-120.67391,M
JRD464,Papilio machaon pikei,"Canada: British Columbia, Taylor",56.15403,-120.71828,M
JRD466,Papilio machaon pikei,"Canada: British Columbia, Clayhurst Ferry",56.12865,-120.05228,M
JRD467,Papilio machaon pikei,"Canada: British Columbia, Clayhurst Ferry",56.12865,-120.05228,M
JRD468,Papilio machaon pikei,"Canada: British Columbia, Taylor",56.15403,-120.71828,M
JRD469,Papilio machaon pikei,"Canada: British Columbia, Taylor",56.15403,-120.71828,M
JRD470,Papilio machaon pikei,"Canada: British Columbia, Taylor",56.15403,-120.71828,M
JRD471,Papilio machaon pikei,"Canada: British Columbia, Beatton River",56.27525,-120.67391,M
JRD473,Papilio machaon pikei,"Canada: British Columbia, Taylor",56.15403,-120.71828,M
JRD474,Papilio machaon pikei,"Canada: British Columbia, Taylor",56.15403,-120.71828,M
JRD475,Papilio machaon pikei,"Canada: British Columbia, Beatton River",56.27525,-120.67391,M
JRD476,Papilio machaon pikei,"Canada: British Columbia, Taylor",56.15403,-120.71828,M
JRD477,Papilio machaon pikei,"Canada: British Columbia, Taylor",56.15403,-120.71828,M
JRD478,Papilio machaon pikei,"Canada: British Columbia, Lynx Ridge Road",56.11653,-121.79996,M
JRD479,Papilio machaon pikei,"Canada: British Columbia, Taylor",56.15403,-120.71828,M
JRD480,Papilio machaon pikei,"Canada: British Columbia, Taylor",56.15403,-120.71828,M
JRD481,Papilio machaon pikei,"Canada: British Columbia, Taylor",56.15403,-120.71828,M
JRD482,Papilio machaon pikei,"Canada: British Columbia, Taylor",56.15403,-120.71828,M
JRD483,Papilio zelicaon ,"Canada: British Columbia, Beatton River",56.27525,-120.67391,Z
JRD484,Papilio machaon pikei,"Canada: British Columbia, Taylor",56.15403,-120.71828,M
JRD485,Papilio machaon dodi,"Canada: Alberta, Tolman Bridge",51.84258,-113.00796,M
JRD486,Papilio machaon dodi,"Canada: Alberta, Tolman Bridge",51.84258,-113.00796,M
JRD487,Papilio machaon dodi,"Canada: Alberta, Lousana",52.07838,-113.00907,M
JRD488,Papilio machaon pikei,"Canada: British Columbia, Clayhurst Ferry",56.12865,-120.05228,M
JRD489,Papilio machaon pikei,"Canada: British Columbia, Lynx Ridge Road",56.11653,-121.79996,M
JRD490,Papilio machaon dodi,"Canada: Alberta, Horsethief Canyon",51.50378,-112.92857,M
JRD491,Papilio machaon dodi,"Canada: Alberta, Tolman Bridge",51.84258,-113.00796,M
JRD492,Papilio machaon dodi,"Canada: Alberta, Tolman Bridge",51.84258,-113.00796,M
JRD493,Papilio machaon pikei,"Canada: British Columbia, Lynx Ridge Road",56.11653,-121.79996,M
JRD494,Papilio machaon dodi,"Canada: Alberta, Horsethief Canyon",51.50378,-112.92857,M
JRD495,Papilio machaon pikei,"Canada: British Columbia, Lynx Ridge Road",56.11653,-121.79996,M
JRD496,Papilio machaon dodi,"Canada: Alberta, Horsethief Canyon",51.50378,-112.92857,M
JRD497,Papilio machaon dodi,"Canada: Alberta, Lousana",52.07838,-113.00907,M
JRD498,Papilio machaon pikei,"Canada: British Columbia, Lynx Ridge Road",56.11653,-121.79996,M
JRD499,Papilio machaon dodi,"Canada: Alberta, Lousana",52.07838,-113.00907,M
JRD500,Papilio machaon dodi,"Canada: Alberta, Lousana",52.07838,-113.00907,M
JRD501,Papilio machaon dodi,"Canada: Alberta, Horsethief Canyon",51.50378,-112.92857,M
JRD502,Papilio machaon dodi,"Canada: Alberta, Horsethief Canyon",51.50378,-112.92857,M
JRD503,Papilio machaon dodi,"Canada: Alberta, Horsethief Canyon",51.50378,-112.92857,M
JRD504,Papilio machaon dodi,"Canada: Alberta, Horsethief Canyon",51.50378,-112.92857,M
JRD505,Papilio machaon dodi,"Canada: Alberta, Horsethief Canyon",51.50378,-112.92857,M
JRD506,Papilio machaon pikei,"Canada: British Columbia, Lynx Ridge Road",56.11653,-121.79996,M
JRD507,Papilio machaon dodi,"Canada: Alberta, Tolman Bridge",51.84258,-113.00796,M
JRD508,Papilio machaon dodi,"Canada: Alberta, Lousana",52.07838,-113.00907,M
JRD509,Papilio machaon dodi,"Canada: Alberta, Lousana",52.07838,-113.00907,M
JRD510,Papilio machaon dodi,"Canada: Alberta, Lousana",52.07838,-113.00907,M
JRD511,Papilio machaon dodi,"Canada: Alberta, Lousana",52.07838,-113.00907,M
JRD512,Papilio machaon dodi,"Canada: Alberta, Horsethief Canyon",51.50378,-112.92857,M
JRD513,Papilio machaon dodi,"Canada: Alberta, Lousana",52.07838,-113.00907,M
JRD514,Papilio machaon dodi,"Canada: Alberta, Orkney Lookout along Red Deer River",51.54887,-112.89692,M
JRD515,Papilio machaon dodi,"Canada: Alberta, Horsethief Canyon",51.50378,-112.92857,M
JRD516,Papilio machaon dodi,"Canada: Alberta, Lousana",52.07838,-113.00907,M
JRD517,Papilio machaon dodi,"Canada: Alberta, Tolman Bridge",51.84258,-113.00796,M
JRD518,Papilio machaon dodi,"Canada: Alberta, Lousana",52.07838,-113.00907,M
JRD519,Papilio machaon dodi,"Canada: Alberta, Orkney Lookout along Red Deer River",51.54887,-112.89692,M
JRD520,Papilio machaon dodi,"Canada: Alberta, Lousana",52.07838,-113.00907,M
JRD521,Papilio machaon dodi,"Canada: Alberta, Lousana",52.07838,-113.00907,M
JRD522,Papilio machaon dodi,"Canada: Alberta, Morrin Bridge",51.64462,-112.92085,M
JRD523,Papilio zelicaon x machaon ,"Canada: Alberta, Buck Mountain",53.05209,-114.73961,Z
JRD524,Papilio zelicaon ,"Canada: Alberta, Wintering Hills West",51.2552,-112.62614,Z
JRD525,Papilio zelicaon ,"Canada: Alberta, Wintering Hills West",51.2552,-112.62614,Z
JRD526,Papilio zelicaon ,"Canada: Alberta, Wintering Hills West",51.2552,-112.62614,Z
JRD527,Papilio zelicaon ,"Canada: Alberta, Wintering Hills West",51.2552,-112.62614,Z
JRD528,Papilio zelicaon ,"Canada: Alberta, Wintering Hills West",51.2552,-112.62614,Z
JRD529,Papilio zelicaon ,"Canada: Alberta, Wintering Hills West",51.2552,-112.62614,Z
JRD530,Papilio zelicaon ,"Canada: Alberta, Wintering Hills West",51.2552,-112.62614,Z
JRD531,Papilio zelicaon ,"Canada: Alberta, Wintering Hills West",51.2552,-112.62614,Z
JRD532,Papilio zelicaon ,"Canada: Alberta, Wintering Hills West",51.2552,-112.62614,Z
JRD533,Papilio zelicaon ,"Canada: Alberta, Wintering Hills West",51.2552,-112.62614,Z
JRD534,Papilio zelicaon ,"Canada: Alberta, Wintering Hills West",51.2552,-112.62614,Z
JRD540,Papilio zelicaon ,"Canada: Alberta, Hand Hills",51.53452,-112.3661,Z
JRD541,Papilio zelicaon ,"Canada: Alberta, Hand Hills",51.53452,-112.3661,Z
JRD542,Papilio zelicaon ,"Canada: Alberta, Hand Hills",51.53452,-112.3661,Z
JRD543,Papilio zelicaon ,"Canada: Alberta, Hand Hills",51.53452,-112.3661,Z
JRD544,Papilio zelicaon ,"Canada: Alberta, Hand Hills",51.53452,-112.3661,Z
JRD545,Papilio zelicaon ,"Canada: Alberta, Hand Hills",51.53452,-112.3661,Z
JRD546,Papilio zelicaon ,"Canada: Alberta, Hand Hills",51.53452,-112.3661,Z
JRD547,Papilio zelicaon ,"Canada: Alberta, Hand Hills",51.53452,-112.3661,Z
JRD548,Papilio zelicaon ,"Canada: Alberta, Hand Hills",51.53452,-112.3661,Z
JRD549,Papilio zelicaon x machaon ,"Canada: Alberta, Antler Hill",52.06313,-113.89374,Z
JRD550,Papilio zelicaon x machaon ,"Canada: Alberta, Antler Hill",52.06313,-113.89374,Z
JRD551,Papilio zelicaon x machaon ,"Canada: Alberta, Antler Hill",52.06313,-113.89374,Z
JRD552,Papilio zelicaon x machaon ,"Canada: Alberta, Antler Hill",52.06313,-113.89374,Z
JRD553,Papilio zelicaon x machaon ,"Canada: Alberta, Antler Hill",52.06313,-113.89374,Z
JRD554,Papilio zelicaon x machaon ,"Canada: Alberta, Antler Hill",52.06313,-113.89374,Z
JRD555,Papilio zelicaon x machaon ,"Canada: Alberta, Antler Hill",52.06313,-113.89374,Z
JRD556,Papilio zelicaon x machaon ,"Canada: Alberta, Antler Hill",52.06313,-113.89374,Z
JRD557,Papilio zelicaon ,"Canada: Alberta, Wintering Hills West",51.2552,-112.62614,Z
JRD558,Papilio zelicaon ,"Canada: Alberta, Wintering Hills West",51.2552,-112.62614,Z
JRD559,Papilio zelicaon ,"Canada: Alberta, Wintering Hills West",51.2552,-112.62614,Z
JRD560,Papilio zelicaon ,"Canada: Alberta, Wintering Hills West",51.2552,-112.62614,Z
JRD561,Papilio zelicaon ,"Canada: Alberta, Wintering Hills West",51.2552,-112.62614,Z
JRD562,Papilio zelicaon ,"Canada: Alberta, Wintering Hills West",51.2552,-112.62614,Z
JRD563,Papilio zelicaon ,"Canada: Alberta, Wintering Hills West",51.2552,-112.62614,Z
JRD564,Papilio zelicaon ,"Canada: Alberta, Wintering Hills East",51.25993,-112.45478,Z
JRD565,Papilio zelicaon ,"Canada: Alberta, Wintering Hills East",51.25993,-112.45478,Z
JRD566,Papilio zelicaon ,"Canada: Alberta, Wintering Hills East",51.25993,-112.45478,Z
JRD567,Papilio machaon dodi,"Canada: Alberta, Wintering Hills East",51.25993,-112.45478,M
JRD568,Papilio zelicaon ,"Canada: Alberta, Wintering Hills East",51.25993,-112.45478,Z
JRD569,Papilio zelicaon ,"Canada: Alberta, Wintering Hills East",51.25993,-112.45478,Z
JRD570,Papilio machaon dodi,"Canada: Alberta, Wintering Hills East",51.25993,-112.45478,M
JRD571,Papilio zelicaon ,"Canada: Alberta, Wintering Hills East",51.25993,-112.45478,Z
JRD572,Papilio machaon dodi,"Canada: Alberta, Wintering Hills East",51.25993,-112.45478,M
JRD573,Papilio zelicaon ,"Canada: Alberta, Wintering Hills East",51.25993,-112.45478,Z
JRD574,Papilio zelicaon ,"Canada: Alberta, Wintering Hills East",51.25993,-112.45478,Z
JRD575,Papilio machaon dodi,"Canada: Alberta, Wintering Hills East",51.25993,-112.45478,M
JRD576,Papilio zelicaon ,"Canada: Alberta, Wintering Hills East",51.25993,-112.45478,Z
JRD577,Papilio zelicaon ,"Canada: Alberta, Wintering Hills East",51.25993,-112.45478,Z
JRD578,Papilio zelicaon ,"Canada: Alberta, Wintering Hills East",51.25993,-112.45478,Z
JRD581,Papilio zelicaon x machaon ,"Canada: Alberta, Fish Butte",50.91694,-114.53558,M
JRD582,Papilio zelicaon x machaon ,"Canada: Alberta, Fish Butte",50.91694,-114.53558,Z
JRD583,Papilio zelicaon x machaon ,"Canada: Alberta, Fish Butte",50.91694,-114.53558,H
JRD584,Papilio zelicaon x machaon ,"Canada: Alberta, Fish Butte",50.91694,-114.53558,M
JRD585,Papilio zelicaon x machaon ,"Canada: Alberta, Fish Butte",50.91694,-114.53558,M
JRD586,Papilio zelicaon ,"Canada: Alberta, Whitecourt Mountain",54.03232,-115.72055,Z
JRD587,Papilio zelicaon ,"Canada: Alberta, Whitecourt Mountain",54.03232,-115.72055,Z
JRD588,Papilio zelicaon ,"Canada: Alberta, Whitecourt Mountain",54.03232,-115.72055,Z
JRD589,Papilio zelicaon ,"Canada: Alberta, Whitecourt Mountain",54.03232,-115.72055,Z
JRD590,Papilio zelicaon ,"Canada: Alberta, Whitecourt Mountain",54.03232,-115.72055,Z
JRD591,Papilio zelicaon ,"Canada: Alberta, Whitecourt Mountain",54.03232,-115.72055,Z
JRD595,Papilio zelicaon ,"Canada: Alberta, Saskatoon Hill",55.22422,-119.29686,Z
JRD596,Papilio zelicaon ,"Canada: Alberta, Saskatoon Hill",55.22422,-119.29686,Z
JRD597,Papilio zelicaon ,"Canada: Alberta, Saskatoon Hill",55.22422,-119.29686,Z
JRD598,Papilio zelicaon ,"Canada: Alberta, Saskatoon Hill",55.22422,-119.29686,Z
JRD599,Papilio zelicaon ,"Canada: Alberta, Saskatoon Hill",55.22422,-119.29686,Z
JRD600,Papilio zelicaon ,"Canada: Alberta, Saskatoon Hill",55.22422,-119.29686,Z
JRD601,Papilio zelicaon ,"Canada: British Columbia, Bear Mountain",55.72849,-120.44299,Z
JRD602,Papilio zelicaon ,"Canada: British Columbia, Bear Mountain",55.72849,-120.44299,Z
JRD603,Papilio zelicaon ,"Canada: British Columbia, Bear Mountain",55.72849,-120.44299,Z
JRD604,Papilio zelicaon ,"Canada: British Columbia, Bear Mountain",55.72849,-120.44299,Z
JRD605,Papilio zelicaon ,"Canada: British Columbia, Bear Mountain",55.72849,-120.44299,Z
JRD606,Papilio zelicaon ,"Canada: British Columbia, Bear Mountain",55.72849,-120.44299,Z
JRD607,Papilio zelicaon ,"Canada: British Columbia, Bear Mountain",55.72849,-120.44299,Z
JRD608,Papilio zelicaon ,"Canada: British Columbia, Bear Mountain",55.72849,-120.44299,Z
JRD609,Papilio zelicaon ,"Canada: British Columbia, Bear Mountain",55.72849,-120.44299,Z
JRD610,Papilio zelicaon ,"Canada: British Columbia, Bear Mountain",55.72849,-120.44299,Z
JRD611,Papilio zelicaon ,"Canada: British Columbia, Bear Mountain",55.72849,-120.44299,Z
JRD612,Papilio zelicaon ,"Canada: British Columbia, Bear Mountain",55.72849,-120.44299,Z
JRD613,Papilio zelicaon ,"Canada: British Columbia, Bear Mountain",55.72849,-120.44299,Z
JRD614,Papilio zelicaon ,"Canada: British Columbia, Bear Mountain",55.72849,-120.44299,Z
JRD616,Papilio machaon pikei,"Canada: Alberta, Highland Park North",56.13076,-118.88931,M
JRD617,Papilio machaon pikei,"Canada: Alberta, Highland Park North",56.13076,-118.88931,M
JRD618,Papilio machaon pikei,"Canada: Alberta, Highland Park North",56.13076,-118.88931,M
JRD619,Papilio machaon pikei,"Canada: Alberta, Highland Park North",56.13076,-118.88931,M
JRD620,Papilio machaon pikei,"Canada: Alberta, Highland Park North",56.13076,-118.88931,M
JRD621,Papilio machaon pikei,"Canada: Alberta, Highland Park Central",56.01923,-118.80972,M
JRD622,Papilio machaon pikei,"Canada: Alberta, Highland Park Central",56.01923,-118.80972,M
JRD623,Papilio zelicaon ,"Canada: Alberta, White Mountain",55.6943,-119.23857,Z
